"","tot.germ","pred.mass","treat.sh","tree.id","seedling.biomass"
"m1.27.a",0,0.0224731584911707,"far","m1",NA
"m1.27.b",0,0.0210330056586566,"far","m1",NA
"m1.28.b",1,0.0208239357319603,"pot","m1",NA
"m1.29.a",0,0.0222330626559246,"pot","m1",NA
"m1.29.b",0,0.021362935326776,"near","m1",NA
"m1.30.b",0,0.0236974382607259,"far","m1",NA
"m1.32.a",1,0.0225744268486016,"near","m1",NA
"m1.32.b",NA,0.0211451888935594,"near","m1",0.0042
"m1.33.a",1,0.022163154386834,"near","m1",0.0232
"m1.33.b",1,0.0228781807158925,"far","m1",0.0217
"m1.37.a",1,0.0217574344271439,"pot","m1",0.0658
"m1.37.b",1,0.0229343024654451,"pot","m1",0.0039
"m1.39.a",0,0.0222051643429853,"pot","m1",NA
"m1.39.b",0,0.0210658297942187,"far","m1",NA
"m1.41.a",0,0.0212681332022561,"near","m1",NA
"m1.41.b",1,0.0203680473495205,"near","m1",NA
"m1.42.a",0,0.0215068599261417,"near","m1",NA
"m1.42.b",0,0.0229079035007764,"far","m1",NA
"m1.43.b",1,0.0212853597612672,"pot","m1",NA
"m1.44.a",0,0.0234625539468316,"far","m1",NA
"m1.46.a",1,0.0213757450113543,"pot","m1",NA
"m1.47.a",1,0.0213346168683318,"pot","m1",NA
"m1.48.b",1,0.0198579918780532,"far","m1",NA
"m1.49.b",NA,0.019017256104361,"pot","m1",NA
"m1.50.a",0,0.0202506291917045,"near","m1",NA
"m1.50.b",1,0.0215036656988333,"near","m1",NA
"m1.51.b",0,0.0185813520647135,"far","m1",NA
"m1.52.b",0,0.0212990467708259,"pot","m1",NA
"m1.53.b",0,0.0216552889808482,"near","m1",NA
"m1.54.b",1,0.022346189101645,"far","m1",NA
"m1.55.b",1,0.0207025685717219,"pot","m1",NA
"m1.56.a",1,0.0218550334024685,"pot","m1",NA
"m1.56.b",1,0.0217041838820327,"near","m1",0.0241
"m1.57.b",1,0.0218799341836922,"far","m1",NA
"m2.1.b",0,0.0185009086112127,"far","m2",NA
"m2.2.a",1,0.0169591714425161,"far","m2",NA
"m2.2.b",1,0.0170397502980057,"pot","m2",0.0303
"m2.3.a",1,0.0172511759125575,"far","m2",NA
"m2.3.b",0,0.0182965832819494,"near","m2",NA
"m2.4.a",0,0.0197890334982488,"far","m2",NA
"m2.4.b",0,0.0196096746129833,"far","m2",NA
"m2.6.a",1,0.0179712504385055,"pot","m2",NA
"m2.6.b",0,0.0175368793437864,"near","m2",NA
"m2.7.b",1,0.020786955351655,"far","m2",NA
"m2.8.b",1,0.0131695720897745,"pot","m2",NA
"m2.9.a",1,0.0165548127408528,"near","m2",NA
"m2.9.b",0,0.0158187482563818,"near","m2",NA
"m2.10.b",1,0.0183289951191723,"far","m2",0.0086
"m2.11.a",0,0.0204580908056678,"far","m2",NA
"m2.13.a",0,0.0190623135292898,"far","m2",NA
"m2.13.b",0,0.0191831200684077,"far","m2",NA
"m2.14.b",0,0.0198132091092213,"pot","m2",NA
"m2.15.a",1,0.0162059356855677,"pot","m2",NA
"m2.16.a",1,0.0181936074499657,"pot","m2",NA
"m2.16.b",0,0.019401336126194,"far","m2",NA
"m2.17.a",0,0.0172367749706817,"near","m2",NA
"m2.17.b",1,0.0189148484195355,"pot","m2",NA
"m2.18.a",0,0.019937816014514,"near","m2",NA
"m2.18.b",1,0.0191656069911183,"near","m2",NA
"m2.19.a",0,0.0207220626975391,"near","m2",NA
"m2.19.b",0,0.0205189943035576,"far","m2",NA
"m2.20.b",0,0.0153196848256008,"pot","m2",NA
"m2.21.b",0,0.0139133279762497,"near","m2",NA
"m2.22.b",1,0.0149443704398068,"far","m2",NA
"m2.23.b",1,0.0161822797664162,"pot","m2",NA
"m2.24.a",1,0.0180759472401223,"pot","m2",NA
"m2.25.a",1,0.0180238728161122,"pot","m2",NA
"m2.25.b",1,0.0184008504897478,"far","m2",0.0181
"m2.26.b",1,0.0173228496563994,"pot","m2",NA
"m2.27.a",1,0.0199618955886769,"near","m2",NA
"m2.27.b",0,0.0186046264951452,"near","m2",NA
"m2.28.b",0,0.0173075732481826,"far","m2",NA
"m2.29.b",0,0.016180775021431,"pot","m2",NA
"m2.30.a",0,0.0167718395990871,"far","m2",NA
"m2.30.b",0,0.0170016509011474,"near","m2",NA
"m2.31.a",0,0.0185975978937794,"far","m2",NA
"m2.31.b",0,0.0178854434415495,"far","m2",NA
"m2.32.a",0,0.0183156182176353,"pot","m2",NA
"m2.32.b",0,0.018616529472253,"pot","m2",NA
"m2.33.b",0,0.0183415837949478,"near","m2",NA
"m2.34.a",1,0.0202075801709174,"pot","m2",NA
"m2.34.b",1,0.0223895742405025,"far","m2",NA
"m2.36.b",1,0.0181229178453222,"near","m2",NA
"m2.37.a",1,0.0176668368891113,"near","m2",0.011
"m2.38.a",NA,0.0161219723927339,"far","m2",NA
"m2.38.b",1,0.0165541396990714,"pot","m2",NA
"m2.39.a",1,0.0173629623712259,"far","m2",NA
"m2.39.b",0,0.0173497935786091,"near","m2",NA
"m2.40.a",0,0.0167411229355238,"far","m2",NA
"m2.40.b",0,0.0176985890831182,"far","m2",NA
"m2.41.b",0,0.0167881747189232,"pot","m2",NA
"m2.42.b",0,0.0152982293317049,"near","m2",NA
"m2.43.b",1,0.0187506509167903,"far","m2",NA
"m2.44.b",1,0.021587943754755,"pot","m2",0.0179
"m2.45.b",1,0.0185392977572969,"near","m2",NA
"m2.46.b",1,0.0173590070954522,"far","m2",0.0092
"m2.47.a",0,0.0181396558200554,"far","m2",NA
"m2.47.b",1,0.0179104295839292,"pot","m2",NA
"m2.49.a",0,0.0185932849942733,"far","m2",NA
"m2.49.b",1,0.0197579387511419,"far","m2",NA
"m2.50.b",1,0.0165634109504049,"pot","m2",NA
"m2.51.a",1,0.0169330321660447,"pot","m2",NA
"m2.51.b",1,0.0177981475092557,"near","m2",NA
"m2.52.b",0,0.0137652437683132,"far","m2",NA
"m2.53.b",0,0.016621125975962,"pot","m2",NA
"m2.54.a",0,0.0182302043158095,"near","m2",NA
"m2.54.b",0,0.0176495142440635,"near","m2",NA
"m2.55.b",0,0.0168368792340229,"far","m2",NA
"m3.1.b",1,0.0181736334114864,"pot","m3",NA
"m3.2.b",1,0.0200530040623541,"near","m3",NA
"m3.3.b",0,0.0194083763490942,"far","m3",NA
"m3.4.a",1,0.0182954655546026,"pot","m3",NA
"m3.5.a",1,0.0179484842516097,"pot","m3",NA
"m3.5.b",1,0.0188758196593685,"near","m3",NA
"m3.6.a",1,0.0203674650312908,"pot","m3",NA
"m3.6.b",1,0.0201715795011742,"far","m3",NA
"m3.7.a",0,0.0175255032337738,"near","m3",NA
"m3.7.b",1,0.0188056149013225,"pot","m3",0.0235
"m3.8.a",1,0.0209233438773336,"near","m3",NA
"m3.9.a",0,0.0209364017986346,"near","m3",NA
"m3.10.a",1,0.0189624769069091,"far","m3",NA
"m3.12.b",0,0.0190753413791203,"far","m3",NA
"m3.13.b",1,0.0194549949487548,"pot","m3",NA
"m3.14.a",1,0.0203602702129579,"pot","m3",NA
"m3.15.a",1,0.0176074777780076,"pot","m3",NA
"m3.15.b",1,0.017698826076647,"far","m3",NA
"m3.18.a",NA,0.019461585302592,"near","m3",NA
"m3.19.a",0,0.0171941155271264,"far","m3",NA
"m3.19.b",1,0.0171846319352259,"pot","m3",0.0235
"m3.20.a",1,0.020852205896009,"far","m3",NA
"m3.21.a",0,0.0190748063848804,"far","m3",NA
"m3.21.b",1,0.0191593153120773,"far","m3",0.0099
"m3.22.a",1,0.0199995211723326,"pot","m3",NA
"m3.22.b",1,0.0195537570500909,"pot","m3",NA
"m3.23.b",1,0.0177780679053281,"near","m3",NA
"m3.24.a",0,0.0181049983694127,"pot","m3",NA
"m3.26.a",0,0.0202002386332974,"near","m3",NA
"m3.26.b",0,0.0201863473938678,"near","m3",NA
"m3.27.a",1,0.0199468429027851,"near","m3",0.0121
"m3.27.b",0,0.019401112510414,"far","m3",NA
"m3.28.a",1,0.0178250347360033,"far","m3",0.0351
"m3.28.b",0,0.0179662955521124,"pot","m3",NA
"m3.29.a",0,0.0187246339884267,"far","m3",NA
"m4.2.a",1,0.0224632711142094,"pot","m4",0.0049
"m4.2.b",0,0.022104507932888,"pot","m4",NA
"m4.3.a",0,0.0194668734640554,"pot","m4",NA
"m4.4.a",1,0.0234214561492074,"pot","m4",NA
"m4.4.b",1,0.0226732366060014,"far","m4",NA
"m4.6.a",0,0.0240657188157153,"near","m4",NA
"m4.6.b",NA,0.0236689197733356,"near","m4",NA
"m4.7.a",1,0.022086707417131,"near","m4",NA
"m4.7.b",1,0.0217271322945313,"far","m4",0.0146
"m4.8.b",0,0.0224972845265692,"pot","m4",NA
"m4.9.b",0,0.0208955337038584,"near","m4",NA
"m4.11.a",0,0.0202112866988393,"pot","m4",NA
"m4.11.b",1,0.0207458120141631,"pot","m4",NA
"m4.12.a",0,0.0194941914358425,"pot","m4",NA
"m4.12.b",1,0.0217606054245843,"near","m4",NA
"m4.13.a",1,0.0149343899853434,"pot","m4",NA
"m4.13.b",1,0.0156226307156672,"far","m4",NA
"m4.14.b",1,0.0203997964844028,"pot","m4",NA
"m4.15.a",1,0.0205706592354709,"near","m4",NA
"m4.16.a",0,0.0217318081807547,"near","m4",NA
"m4.16.b",1,0.0213373411783303,"far","m4",NA
"m4.17.a",1,0.02210062324507,"far","m4",NA
"m4.19.b",0,0.0225624503422047,"far","m4",NA
"m4.20.a",1,0.0225997005748165,"pot","m4",NA
"m4.21.a",1,0.0213124936229578,"pot","m4",0.0297
"m4.21.b",0,0.0222777339157993,"near","m4",NA
"m4.22.a",0,0.0205828061785273,"pot","m4",NA
"m4.22.b",0,0.0200908425663253,"far","m4",NA
"m4.23.a",0,0.0227928313344265,"near","m4",NA
"m4.23.b",1,0.0220039283136229,"pot","m4",NA
"m4.24.a",1,0.0220186320654775,"near","m4",NA
"m4.24.b",1,0.0191530422138664,"near","m4",NA
"m4.25.a",0,0.0232746076180302,"near","m4",NA
"m4.26.b",1,0.0203035650588498,"pot","m4",NA
"m4.28.a",0,0.0205948825941515,"far","m4",NA
"m4.29.b",1,0.0211475678469575,"pot","m4",NA
"m4.30.a",1,0.0234775921857245,"pot","m4",NA
"m4.31.a",1,0.0179684389284281,"pot","m4",0.0376
"m4.32.a",1,0.0227947588686768,"near","m4",NA
"m4.32.b",0,0.0229052615324756,"pot","m4",NA
"m4.33.a",0,0.0225649807727535,"near","m4",NA
"m4.34.b",0,0.0185978593365362,"far","m4",NA
"m4.35.b",1,0.0224958423912544,"pot","m4",NA
"m5.1.a",1,0.0175942039915481,"far","m5",NA
"m5.1.b",0,0.0187738510729794,"near","m5",NA
"m5.2.a",1,0.0190578650512115,"far","m5",0.0172
"m5.2.b",0,0.0191347143396101,"far","m5",NA
"m5.3.b",1,0.0164611503834475,"pot","m5",NA
"m5.4.a",1,0.0188589398495206,"pot","m5",NA
"m5.4.b",0,0.0180984587192029,"near","m5",NA
"m5.5.a",1,0.0193696087609511,"pot","m5",NA
"m5.5.b",0,0.0182816355809705,"far","m5",NA
"m5.6.b",1,0.0116781865860605,"pot","m5",0.0143
"m5.7.a",0,0.0148074898573139,"near","m5",NA
"m5.7.b",1,0.0151655475191346,"near","m5",NA
"m5.8.a",0,0.0187530932399347,"near","m5",NA
"m5.8.b",1,0.018678495313907,"far","m5",NA
"m5.9.a",1,0.0198400460583742,"far","m5",NA
"m5.10.a",1,0.0197792523419545,"far","m5",NA
"m5.10.b",0,0.0196519722693922,"near","m5",NA
"m5.11.a",1,0.0169098276923605,"far","m5",NA
"m5.11.b",0,0.016755624485867,"far","m5",NA
"m5.12.a",0,0.0186118743290644,"pot","m5",NA
"m5.12.b",0,0.0191478959240592,"pot","m5",NA
"m5.13.b",0,0.016636460131784,"near","m5",NA
"m5.14.a",0,0.0183377769368786,"pot","m5",NA
"m5.14.b",1,0.0176737605538678,"far","m5",0.0073
"m6.1.a",1,0.020918184436967,"near","m6",NA
"m6.1.b",1,0.02190586848197,"pot","m6",NA
"m6.2.a",1,0.0228661362945778,"near","m6",NA
"m6.2.b",0,0.0222054987647605,"near","m6",NA
"m6.3.a",1,0.0224676838070845,"near","m6",NA
"m6.3.b",0,0.0235304278374344,"far","m6",NA
"m6.4.a",0,0.022159749832693,"far","m6",NA
"m6.4.b",0,0.0218071262578518,"pot","m6",NA
"m6.5.a",0,0.0213904893277323,"far","m6",NA
"m6.5.b",1,0.0222359046748814,"near","m6",NA
"m6.6.a",1,0.0214388754615584,"far","m6",NA
"m6.6.b",1,0.0217995264637501,"far","m6",NA
"m6.7.b",1,0.019588238709982,"pot","m6",NA
"m6.8.a",1,0.0213083146971075,"pot","m6",0.0317
"m6.8.b",1,0.0217997558434578,"near","m6",NA
"m6.9.a",1,0.0230269674728998,"pot","m6",NA
"m6.9.b",1,0.0228348512048,"far","m6",NA
"m6.10.a",NA,0.0199261289972656,"near","m6",NA
"m6.10.b",0,0.019961278020833,"pot","m6",NA
"m6.11.a",0,0.021376474583047,"near","m6",NA
"m6.12.a",1,0.0192503511319528,"near","m6",NA
"m6.12.b",1,0.0210373248438479,"far","m6",NA
"m6.13.a",1,0.0214744589213686,"far","m6",NA
"m6.13.b",1,0.0220257890087696,"pot","m6",NA
"m6.14.b",1,0.0211988783882982,"near","m6",0.015
"m6.15.a",0,0.0236752153304225,"far","m6",NA
"m6.15.b",0,0.0227611048145236,"far","m6",NA
"m6.16.a",1,0.0221763935792937,"pot","m6",NA
"m6.17.b",1,0.0190586465025036,"near","m6",NA
"m6.18.a",0,0.0219644752016051,"pot","m6",NA
"m6.19.a",1,0.0212732902838341,"near","m6",NA
"m6.19.b",0,0.0212859494675582,"pot","m6",NA
"m6.20.a",1,0.0229007677507388,"near","m6",0.0015
"m6.20.b",0,0.0218633868386123,"near","m6",NA
"m6.21.a",0,0.0226059480119668,"near","m6",NA
"m6.21.b",0,0.0222003308739431,"far","m6",NA
"m6.22.a",0,0.0198545766346922,"far","m6",NA
"m6.22.b",1,0.0231751902266116,"pot","m6",0.0079
"m7.1.a",0,0.0209348525620746,"far","m7",NA
"m7.1.b",1,0.0224160922925224,"near","m7",NA
"m7.2.b",1,0.0234634243866843,"far","m7",0.0062
"m7.3.b",0,0.0247669379321134,"pot","m7",NA
"m7.4.b",1,0.0223965108175414,"near","m7",NA
"m7.5.a",1,0.0206657340145465,"pot","m7",NA
"m7.5.b",0,0.0209236480563908,"far","m7",NA
"m7.6.a",0,0.0223474168615076,"near","m7",NA
"m7.6.b",1,0.0225363693668655,"pot","m7",NA
"m7.7.b",0,0.0220550625997481,"near","m7",NA
"m7.8.b",0,0.0203367648693589,"far","m7",NA
"m7.9.a",0,0.0228829018061918,"far","m7",NA
"m7.9.b",0,0.0240787056159263,"pot","m7",NA
"m8.1.a",1,0.0219680928789559,"far","m8",NA
"m8.2.a",1,0.0224081719289367,"near","m8",NA
"m8.2.b",0,0.0224239586443231,"near","m8",NA
"m8.3.b",0,0.017089127706925,"pot","m8",NA
"m8.5.a",1,0.0223378989241454,"pot","m8",NA
"m8.5.b",1,0.0197092129698263,"far","m8",NA
"m8.6.a",0,0.0214009241489904,"near","m8",NA
"m8.6.b",1,0.021891303674915,"pot","m8",NA
"m8.7.b",0,0.0217921453818311,"near","m8",NA
"m8.8.a",1,0.0204806110250398,"near","m8",NA
"m8.8.b",0,0.0215615041502545,"far","m8",NA
"m8.9.b",1,0.0227112315583145,"pot","m8",NA
"m8.10.a",0,0.0196361653567646,"far","m8",NA
"m8.10.b",0,0.0208240053045481,"near","m8",NA
"m8.11.a",0,0.020905912672655,"far","m8",NA
"m8.11.b",1,0.0206033516612281,"far","m8",NA
"m8.12.a",0,0.020327133743439,"pot","m8",NA
"m8.12.b",1,0.0199671433522931,"pot","m8",NA
"m8.13.a",1,0.0214726633198377,"pot","m8",NA
"m8.14.a",0,0.0215054781934449,"pot","m8",NA
"m8.14.b",1,0.0203696823600593,"far","m8",NA
"m8.15.a",0,0.0223929338232706,"near","m8",NA
"m8.15.b",0,0.0219176202626906,"pot","m8",NA
"m8.16.b",0,0.0179586232356509,"near","m8",NA
"m8.17.a",1,0.0207600894488784,"near","m8",NA
"m8.17.b",1,0.0212754093891324,"far","m8",0.0066
"m8.18.b",0,0.0196452778547423,"pot","m8",NA
"m8.19.b",0,0.0191497959588242,"near","m8",NA
"m8.20.a",1,0.0227474075889216,"far","m8",NA
"m8.20.b",0,0.0218203483490247,"far","m8",NA
"m8.21.a",1,0.0206555138356838,"pot","m8",NA
"m8.21.b",0,0.0197188147991612,"pot","m8",NA
"m8.23.a",0,0.0166286970807372,"pot","m8",NA
"m8.23.b",1,0.0171433643413488,"far","m8",NA
"m8.24.b",0,0.0191077109957907,"pot","m8",NA
"m8.25.b",1,0.0225919955956158,"near","m8",NA
"m8.26.b",0,0.02253887304547,"far","m8",NA
"m8.27.a",0,0.0208782114820918,"far","m8",NA
"m8.27.b",1,0.0204005166983253,"pot","m8",0.0162
"m8.28.a",1,0.0198122925902776,"far","m8",NA
"m8.29.a",0,0.0200745596314597,"far","m8",NA
"m8.29.b",0,0.0200037375019341,"far","m8",NA
"m8.30.a",0,0.0205371746303455,"pot","m8",NA
"m8.30.b",1,0.0220060672414859,"pot","m8",NA
"m8.31.a",1,0.0207235270816916,"pot","m8",0.0059
"m8.32.a",0,0.0211114566206727,"pot","m8",NA
"m8.33.a",0,0.0209721325947599,"near","m8",NA
"m8.35.b",1,0.0208529252311528,"far","m8",NA
"m8.37.a",1,0.0219673571056131,"far","m8",NA
"m8.37.b",1,0.0225807211718586,"near","m8",NA
"m8.38.a",0,0.0217421070835261,"far","m8",NA
"m8.38.b",1,0.0227264497606494,"far","m8",NA
"m9.1.a",0,0.0220671161127902,"pot","m9",NA
"m9.1.b",0,0.0217294549686054,"pot","m9",NA
"m9.2.a",1,0.0192281378550524,"pot","m9",NA
"m9.5.a",1,0.0224107554020948,"near","m9",NA
"m9.5.b",0,0.0225212515971631,"near","m9",NA
"m9.6.b",1,0.0224271059937768,"far","m9",0.0176
"m9.7.a",0,0.0200865192575696,"far","m9",NA
"m9.7.b",0,0.0231114079993037,"pot","m9",NA
"m9.9.a",0,0.0213278667093358,"far","m9",NA
"m9.9.b",0,0.0227837154119183,"far","m9",NA
"m9.10.a",1,0.0207389935766501,"pot","m9",NA
"m9.10.b",1,0.0216067421317587,"pot","m9",NA
"m9.11.b",0,0.01875449783519,"near","m9",0.007
"m9.12.a",0,0.023349917644322,"pot","m9",NA
"m9.12.b",0,0.0234839047629188,"far","m9",NA
"m9.13.a",0,0.0227750996739243,"near","m9",NA
"m9.13.b",1,0.0227995683708293,"pot","m9",NA
"m9.14.a",0,0.0211093860212164,"near","m9",NA
"m9.14.b",0,0.0175103422900916,"near","m9",NA
"m9.15.a",0,0.0221314438681769,"near","m9",NA
"m9.16.b",1,0.0218296854260645,"pot","m9",NA
"m9.17.a",1,0.0224711589176032,"far","m9",NA
"m9.17.b",0,0.0229491969222086,"near","m9",NA
"m9.18.a",0,0.0214723505565994,"far","m9",NA
"m9.19.a",0,0.0173210696233533,"pot","m9",NA
"m9.19.b",1,0.0187868892538263,"pot","m9",NA
"m9.20.a",0,0.0208584399722407,"pot","m9",NA
"m9.20.b",NA,0.0231197418754622,"near","m9",NA
"m9.21.b",1,0.0197564721287996,"far","m9",0.0085
"m9.22.b",0,0.0226190911260882,"pot","m9",NA
"m9.23.b",0,0.0215866164171504,"near","m9",NA
"m9.24.a",1,0.0212092134568974,"near","m9",NA
"m9.24.b",0,0.0215469683525026,"far","m9",NA
"m9.25.a",1,0.0226164887505619,"far","m9",0.019
"m9.25.b",1,0.0219926313731416,"pot","m9",NA
"m9.26.a",1,0.0214113005181006,"far","m9",NA
"m9.26.b",0,0.0214369271744126,"near","m9",NA
"m9.27.a",0,0.0236215545571207,"far","m9",NA
"m9.27.b",1,0.0229923858933232,"far","m9",NA
"m9.28.a",1,0.0226145177760274,"pot","m9",NA
"m9.28.b",1,0.0232418901452641,"pot","m9",0.0131
"m10.1.b",0,0.0214795153383278,"near","m10",NA
"m10.2.a",1,0.0221530458802573,"pot","m10",NA
"m10.2.b",0,0.0222803639478459,"far","m10",NA
"m10.3.b",1,0.019977586444892,"pot","m10",NA
"m10.4.a",1,0.0215583639622613,"near","m10",0.0177
"m10.4.b",1,0.0215749823962227,"near","m10",NA
"m10.5.a",0,0.0198899975317073,"near","m10",NA
"m10.5.b",0,0.0196473097967325,"far","m10",NA
"m10.6.b",1,0.0194733433054749,"pot","m10",NA
"m10.7.b",0,0.0209511967118097,"near","m10",NA
"m10.8.b",1,0.0190826932193936,"far","m10",NA
"m10.9.a",0,0.0204885890393986,"pot","m10",NA
"m10.9.b",1,0.0213594745745957,"pot","m10",NA
"m10.10.a",1,0.0205426494998693,"pot","m10",0.0372
"m10.11.a",1,0.0223895918231158,"pot","m10",NA
"m10.11.b",0,0.0218366947837583,"far","m10",NA
"m10.12.a",1,0.020605539312471,"near","m10",NA
"m10.12.b",1,0.022708322619653,"pot","m10",NA
"m10.13.a",0,0.0162674122611832,"near","m10",NA
"m10.13.b",0,0.0192287033854376,"near","m10",NA
"m10.14.a",1,0.0221524295720865,"near","m10",NA
"m10.14.b",1,0.021362929438163,"far","m10",NA
"m11.1.a",1,0.0190459379166371,"pot","m11",NA
"m11.1.b",1,0.0196715097812388,"pot","m11",NA
"m11.2.a",1,0.0205566666030347,"pot","m11",NA
"m11.2.b",0,0.0202534265406315,"near","m11",NA
"m11.3.b",0,0.0197080189904544,"far","m11",NA
"m11.4.a",1,0.0188770156571262,"near","m11",NA
"m11.4.b",1,0.0185565362059043,"pot","m11",0.0188
"m11.5.a",1,0.0190089874619992,"near","m11",NA
"m11.5.b",1,0.0189653968225997,"near","m11",0.0124
"m11.6.a",1,0.0208126905425614,"near","m11",NA
"m11.6.b",1,0.0202016240420017,"far","m11",NA
"m11.7.b",0,0.0204036535780675,"pot","m11",NA
"r1.1.b",1,0.0147084803383865,"near","r1",0.0128
"r1.2.b",0,0.0181525249288297,"far","r1",NA
"r1.4.b",0,0.0177981928241736,"near","r1",NA
"r1.6.a",1,0.0198581687800449,"pot","r1",NA
"r1.7.a",1,0.0179557663139285,"pot","r1",NA
"r1.7.b",0,0.018689916109653,"near","r1",NA
"r1.8.b",0,0.0174735499644578,"far","r1",NA
"r1.9.b",1,0.0175552472686846,"pot","r1",NA
"r1.10.b",1,0.0186042166315054,"near","r1",NA
"r1.11.a",NA,0.0167335243650327,"near","r1",NA
"r1.11.b",0,0.0174149732887436,"far","r1",NA
"r1.12.b",0,0.018023833809431,"pot","r1",NA
"r1.13.b",0,0.0146064174447895,"near","r1",NA
"r1.14.b",0,0.0163936065638985,"far","r1",NA
"r1.15.a",1,0.0180619281485687,"pot","r1",NA
"r1.15.b",1,0.0185051246377895,"pot","r1",NA
"r1.16.a",1,0.017070451733321,"pot","r1",NA
"r1.16.b",0,0.0182628025969867,"near","r1",NA
"r1.17.a",1,0.0203954514380866,"pot","r1",NA
"r1.18.b",1,0.0181982262091302,"pot","r1",NA
"r1.20.a",0,0.0206367378458827,"near","r1",NA
"r1.20.b",NA,0.0192056282677392,"far","r1",NA
"r1.21.b",0,0.0169006015412117,"pot","r1",NA
"r1.22.b",0,0.0146845855003169,"near","r1",NA
"r1.23.b",0,0.0136009800465082,"far","r1",NA
"r1.24.b",0,0.0166048843446402,"pot","r1",NA
"r1.25.b",0,0.0196612713353716,"near","r1",NA
"r1.26.b",1,0.0178550636224476,"far","r1",NA
"m12.1.a",1,0.0137839842656514,"near","m12",NA
"m12.1.b",1,0.0139674562211113,"pot","m12",NA
"m12.2.a",1,0.017884292656426,"near","m12",NA
"m12.3.b",0,0.0170661639979741,"far","m12",NA
"m12.3.a",0,0.0166690612275037,"near","m12",NA
"m12.4.a",0,0.0213827392126257,"far","m12",NA
"m12.4.b",1,0.0209882198731346,"pot","m12",NA
"m12.5.a",1,0.0162047812216996,"far","m12",NA
"m12.5.b",1,0.0169997729110596,"near","m12",NA
"m12.6.a",1,0.0174791694916058,"far","m12",NA
"m12.6.b",0,0.0181295446448358,"far","m12",NA
"m12.7.a",1,0.0157511470934477,"pot","m12",NA
"m12.7.b",0,0.0155995090495401,"pot","m12",NA
"m12.8.b",1,0.0164714644670478,"near","m12",NA
"m12.9.b",0,0.0155026763320228,"far","m12",NA
"m12.10.a",0,0.0178112365936818,"near","m12",NA
"m12.10.b",0,0.0181819109184797,"pot","m12",NA
"m12.11.b",1,0.0142560018567779,"near","m12",NA
"m12.12.a",0,0.0141514568932524,"near","m12",NA
"m12.12.b",1,0.0151499687007158,"far","m12",NA
"m12.13.b",1,0.0166195730957877,"pot","m12",NA
"m12.14.a",0,0.0174854588271006,"far","m12",NA
"m12.15.a",0,0.0171710076949659,"far","m12",NA
"m12.15.b",1,0.0167905686696094,"far","m12",0.0039
"m12.16.a",1,0.0177139697412456,"pot","m12",NA
"m12.16.b",0,0.0189800139004693,"pot","m12",NA
"m12.17.a",1,0.0168750192232896,"pot","m12",NA
"m12.17.b",1,0.0167542845059323,"near","m12",NA
"m12.18.a",0,0.015802720607594,"pot","m12",NA
"m12.18.b",1,0.0165213217727995,"far","m12",0.0066
"m12.19.a",0,0.0185940577747365,"near","m12",NA
"m12.19.b",1,0.0180586362980486,"pot","m12",NA
"m12.20.a",0,0.0167022891984632,"near","m12",NA
"m12.20.b",1,0.0163755104830582,"near","m12",0.0039
