"","tot.germ","pred.mass","treat.sh","tree.id","seedling.biomass"
"r1.11.1",0,0.00762430921649008,"near","r1",NA
"r1.11.2",0,0.00886576637312953,"far","r1",NA
"r1.11.3",1,0.00803661931160642,"pot","r1",NA
"r1.11.4",1,0.00647254454039742,"near","r1",0.0256
"r1.11.5",1,0.00878539024374478,"far","r1",NA
"r1.11.6",1,0.00779923134199445,"pot","r1",NA
"r1.11.7",1,0.00765034802151566,"near","r1",NA
"r1.11.9",3,0.00857992856322677,"pot","r1",NA
"r1.11.10",1,0.00780663503111294,"near","r1",NA
"r1.11.11",1,0.00764830199347675,"far","r1",NA
"r1.11.12",1,0.00896075978692635,"pot","r1",0.0311
"r1.11.13",2,0.0124097257275556,"near","r1",NA
"r1.11.14",1,0.00769196648596951,"far","r1",NA
"r1.11.15",1,0.00996721528044452,"pot","r1",0.0108
"r1.11.16",1,0.00634581748842117,"near","r1",0.0309
"r1.11.17",1,0.00677308968310345,"far","r1",NA
"r1.11.18",1,0.00696894852383457,"pot","r1",NA
"r1.11.20",1,0.00789050076628666,"far","r1",NA
"r1.11.21",2,0.0101213877588468,"pot","r1",NA
"r1.11.22",0,0.00923124317555191,"near","r1",NA
"r1.11.23",1,0.00760947326635433,"far","r1",NA
"r1.11.24",1,0.00764520510288639,"pot","r1",NA
"r1.11.26",0,0.00890067924756067,"far","r1",NA
"r1.11.27",1,0.00894902959274782,"pot","r1",NA
"r1.11.28",0,0.0072220854564743,"near","r1",NA
"r1.11.29",2,0.00914501490860516,"far","r1",NA
"r1.11.31",0,0.0068590678581299,"near","r1",NA
"r1.11.32",1,0.0090384253661043,"far","r1",NA
"r1.12.1",0,0.00902565425786741,"near","r1",NA
"r1.12.2",1,0.0107044043413938,"far","r1",0.1427
"r1.12.3",1,0.00972249986575405,"pot","r1",0.0302
"r1.12.4",0,0.0148684628078962,"near","r1",NA
"r1.12.5",2,0.0132124123876996,"far","r1",NA
"r1.12.6",2,0.0129496624968924,"pot","r1",NA
"r1.12.7",2,0.0113484725381174,"near","r1",NA
"r1.12.8",3,0.00965445238744532,"far","r1",NA
"r1.12.9",2,0.0118914119902202,"pot","r1",NA
"r1.12.10",1,0.00991232538966884,"near","r1",0.0354
"r1.12.11",1,0.0110002781181169,"far","r1",NA
"r1.12.13",2,0.00930678939861732,"near","r1",NA
"r1.12.14",1,0.0111118419523836,"far","r1",NA
"r1.12.15",1,0.0098788240636962,"pot","r1",NA
"r1.12.16",2,0.0104721945899156,"near","r1",NA
"r1.12.17",1,0.0116660974513619,"far","r1",NA
"r1.12.18",0,0.00935761828307501,"pot","r1",NA
"r1.12.19",1,0.0106510436454725,"near","r1",0.0373
"r1.12.20",2,0.0097797333826875,"far","r1",0.1563
"r1.12.22",1,0.00977791552571074,"near","r1",NA
"r1.12.23",1,0.00880363594121512,"far","r1",NA
"r1.12.24",2,0.0109863648257325,"pot","r1",NA
"r1.12.25",1,0.0107007704338968,"near","r1",NA
"r1.12.26",0,0.0129395319358556,"far","r1",NA
"r1.12.28",1,0.00948890477812727,"near","r1",NA
"r1.12.29",0,0.00973463900219581,"far","r1",NA
"r1.12.30",2,0.0109295260505553,"pot","r1",0.0291
"r1.13.1",1,0.00881125985551728,"near","r1",NA
"r1.13.2",1,0.00916203935337551,"far","r1",NA
"r1.13.3",1,0.00860336390691301,"pot","r1",NA
"r1.13.4",2,0.0126567979192041,"near","r1",NA
"r1.13.5",3,0.012080732147817,"far","r1",NA
"r1.13.6",1,0.00901094228004058,"pot","r1",NA
"r1.13.7",2,0.0112324435779225,"near","r1",NA
"r1.13.8",2,0.00940472443141715,"far","r1",NA
"r1.13.9",0,0.0117832077932837,"pot","r1",NA
"k3.1.1",0,0.0188969571907884,"near","k3",NA
"k3.1.2",2,0.0100198616758953,"far","k3",NA
"k3.1.3",1,0.0123178304593626,"pot","k3",0.0285
"k3.1.5",2,0.0124934222121799,"far","k3",NA
"k3.1.6",1,0.0101383623117605,"pot","k3",NA
"k3.1.7",1,0.0150208695531572,"near","k3",NA
"k3.2.2",0,0.00904073404642855,"pot","k3",NA
"k3.2.3",0,0.00698236311335484,"near","k3",NA
"k3.2.4",1,0.00864696946950727,"far","k3",0.0857
"k3.2.6",0,0.0101228274839926,"near","k3",NA
"k3.2.7",1,0.00726197607277534,"far","k3",NA
"k3.2.8",1,0.0101841601386507,"pot","k3",NA
"k3.2.9",2,0.00913136458728754,"near","k3",0.0181
"k3.2.10",0,0.00736021007862731,"far","k3",NA
"k3.2.11",1,0.00832746495817692,"pot","k3",0.0125
"k3.2.12",1,0.00778960344200928,"near","k3",NA
"k3.2.13",0,0.00931017969679965,"far","k3",NA
"k3.2.14",NA,0.0082984606434797,"pot","k3",NA
"k3.2.15",1,0.00814610715303087,"near","k3",NA
"k3.2.16",1,0.00794530211813804,"far","k3",NA
"k3.2.17",1,0.00794140160267775,"pot","k3",0.0807
"k3.2.19",1,0.00809386718921132,"far","k3",NA
"k3.2.20",1,0.00710361625853179,"pot","k3",0.012
"k3.2.21",2,0.00672985269776218,"near","k3",NA
"k3.2.22",0,0.00726075111280105,"far","k3",NA
"k3.2.24",0,0.00587280577125246,"near","k3",NA
"k3.2.25",1,0.00928059643320026,"far","k3",NA
"k3.3.1",0,0.00812780763249865,"near","k3",NA
"k3.3.2",1,0.00935674997765137,"far","k3",NA
"k3.3.3",1,0.00841700434341844,"pot","k3",0.0614
"k3.3.4",3,0.0130173971309432,"near","k3",0.0179
"k3.3.5",1,0.00685435925573387,"far","k3",NA
"k3.3.7",1,0.0131018710543663,"near","k3",NA
"k3.3.8",0,0.0109093807015203,"far","k3",NA
"k3.3.9",1,0.00924698564985564,"pot","k3",0.0096
"k3.3.10",2,0.0120535025135225,"near","k3",NA
"k3.3.11",2,0.0105323336034138,"far","k3",NA
"k3.3.12",1,0.010536601043729,"pot","k3",NA
"k3.3.13",2,0.0137873343412773,"near","k3",NA
"k3.3.14",1,0.0121551770299198,"far","k3",NA
"k3.3.15",1,0.0135130116908852,"pot","k3",NA
"k3.3.16",1,0.00856665540002158,"near","k3",NA
"k3.3.17",2,0.0130497508089825,"far","k3",0.0216
"k3.3.18",NA,0.0108440043104855,"pot","k3",NA
"k3.3.20",2,0.0147580015133592,"far","k3",0.0459
"k3.3.21",1,0.0113407328952624,"pot","k3",NA
"k3.3.22",1,0.0112389926640696,"near","k3",NA
"k3.3.23",2,0.0122644915009308,"far","k3",0.1592
"k3.3.24",2,0.0108284143088371,"pot","k3",0.0314
"k3.3.25",0,0.0123222859282396,"near","k3",NA
"k3.3.26",0,0.0117676475341859,"far","k3",NA
"k3.3.27",2,0.0124462813420206,"pot","k3",NA
"k3.3.28",2,0.0105749670774206,"near","k3",NA
"k3.3.30",1,0.0104374713806904,"pot","k3",NA
"k3.3.31",1,0.0106347142444041,"near","k3",NA
"k3.3.32",0,0.0098656590234347,"far","k3",NA
"k3.3.33",1,0.0108068234060179,"pot","k3",NA
"k3.3.34",4,0.0128093830973368,"near","k3",NA
"k3.3.35",1,0.00968085119606783,"far","k3",NA
"k3.3.36",1,0.0117678921635991,"pot","k3",0.1077
"k3.3.39",4,0.0100652899125522,"pot","k3",NA
"k3.3.40",2,0.012013326087032,"near","k3",0.088
"k3.3.41",2,0.0112085445935597,"far","k3",0.0939
"k3.3.42",2,0.0172607275266996,"pot","k3",0.0447
"k3.3.43",1,0.014223339615394,"near","k3",NA
"k3.3.44",1,0.0103608772016306,"far","k3",NA
"k3.3.45",1,0.00945910467922526,"pot","k3",NA
"k3.3.46",0,0.00842381084225205,"near","k3",NA
"k3.3.47",0,0.0127244281913223,"far","k3",NA
"k3.3.48",NA,0.00945579683626631,"pot","k3",NA
"k3.3.49",0,0.00759216860487586,"near","k3",NA
"k3.3.50",2,0.0144138166081862,"far","k3",NA
"k3.3.52",1,0.00999421845208803,"near","k3",NA
"k3.3.53",0,0.0100864520835565,"far","k3",NA
"k3.3.54",NA,0.0109902408651675,"pot","k3",NA
"k3.3.55",2,0.00993008443700992,"near","k3",0.1528
"k3.3.56",1,0.00936050390755512,"far","k3",NA
"k3.3.58",2,0.0094013887027717,"near","k3",NA
"k3.3.59",0,0.00907632351456254,"far","k3",NA
"k3.3.60",3,0.0123698654171707,"pot","k3",NA
"k3.3.61",1,0.00997159715015691,"near","k3",0.0138
"k3.3.63",NA,0.0098228964656566,"pot","k3",NA
"k3.3.64",1,0.00992675865061683,"near","k3",NA
"k3.3.65",4,0.0124926639325431,"far","k3",0.0866
"k3.3.66",1,0.0110250989528386,"pot","k3",NA
"k3.3.67",0,0.00802198731876487,"near","k3",NA
"k3.3.68",2,0.0115830841133436,"far","k3",0.082
"k3.3.69",2,0.0112081730650267,"pot","k3",NA
"k3.3.70",0,0.0134557759590522,"near","k3",NA
"k3.3.71",1,0.0103959480105112,"far","k3",NA
"k3.3.72",1,0.0100846482624684,"pot","k3",NA
"k3.3.73",0,0.0116894231205151,"near","k3",NA
"k3.3.74",0,0.00858104281823159,"far","k3",NA
"k3.3.75",NA,0.00844395417777311,"pot","k3",NA
"k3.3.76",0,0.0133899803497373,"near","k3",NA
"k3.3.78",1,0.0095575090177473,"pot","k3",0.0173
"k3.3.79",0,0.00786215423505258,"near","k3",NA
"k3.3.80",2,0.00968942370944162,"far","k3",NA
"k3.3.81",1,0.0109948488714037,"pot","k3",0.1117
"k3.3.82",0,0.00858285417274653,"near","k3",NA
"k3.3.83",1,0.0106961123662882,"far","k3",NA
"k3.3.84",1,0.00847347451792429,"pot","k3",NA
"k3.3.85",0,0.0106871730724745,"near","k3",NA
"k3.3.86",0,0.00992152033615938,"far","k3",NA
"k3.3.87",1,0.0078693766731614,"pot","k3",0.0325
"k3.3.88",1,0.00771167840114156,"near","k3",NA
"k3.3.89",2,0.00888667754190666,"far","k3",0.0733
"k3.3.90",1,0.0115004651398901,"pot","k3",NA
"k3.3.91",1,0.0107442161093582,"near","k3",NA
"k3.3.92",1,0.0100823462610302,"far","k3",0.1297
"k3.3.93",2,0.0112553942825645,"pot","k3",0.0448
"k3.3.94",2,0.0135792390092103,"near","k3",NA
"k3.3.95",0,0.00830565005491069,"far","k3",NA
"k3.3.96",1,0.0144777445461967,"pot","k3",0.0761
"k3.3.97",2,0.0120024463556674,"near","k3",NA
"k3.3.98",0,0.0124292861000044,"far","k3",NA
"k3.3.99",3,0.0100098281125125,"pot","k3",NA
"k3.3.100",2,0.0119617776844112,"near","k3",NA
"k3.3.101",1,0.00796844562904718,"far","k3",NA
"k3.3.102",1,0.0100561774946326,"pot","k3",0.0208
"k3.3.103",0,0.0119395379329211,"near","k3",NA
"k3.3.104",1,0.00775471511929879,"far","k3",NA
"k3.3.105",2,0.00937654038961439,"pot","k3",0.0134
"k3.3.106",0,0.00751267024196044,"near","k3",NA
"k3.3.107",1,0.0089273080751848,"far","k3",NA
"k3.3.108",1,0.00829852982017535,"pot","k3",NA
"k3.3.109",1,0.0107641351843648,"near","k3",0.1788
"k3.3.110",1,0.009925778935206,"far","k3",NA
"k3.3.111",1,0.00732789053182373,"pot","k3",NA
"k3.3.112",1,0.00801349322538163,"near","k3",0.0068
"k3.3.113",NA,0.00999206583434161,"far","k3",NA
"k3.3.114",1,0.0103822430894659,"pot","k3",NA
"k3.3.115",1,0.0104614595348604,"near","k3",NA
"k3.3.116",1,0.0119234402643786,"far","k3",NA
"k3.3.117",1,0.00681569939405656,"pot","k3",NA
"k3.3.118",1,0.00971851782707257,"near","k3",NA
"k3.3.119",0,0.00923882455497614,"far","k3",NA
"k3.3.120",1,0.00672694024240811,"pot","k3",NA
"k3.3.121",1,0.00892192073699889,"near","k3",NA
"k3.3.122",1,0.0106197183432298,"far","k3",NA
"k3.3.123",1,0.00595008368678452,"pot","k3",NA
"k3.3.124",0,0.0105805401715096,"near","k3",NA
"k3.3.125",0,0.010906995673909,"far","k3",NA
"k3.3.126",NA,0.00951469826402681,"pot","k3",NA
"k3.3.127",1,0.00929415064594042,"near","k3",NA
"k3.3.128",0,0.0103306009041959,"far","k3",NA
"k3.3.129",1,0.00715157685222511,"pot","k3",NA
"k3.3.130",0,0.0125249863391211,"near","k3",NA
"k3.3.131",3,0.00941386332030828,"far","k3",NA
"k3.3.132",1,0.00975539566842886,"pot","k3",NA
"k3.3.133",1,0.0104682276951568,"near","k3",NA
"k3.3.134",1,0.010050881146971,"far","k3",NA
"k3.3.135",1,0.0068242289665504,"pot","k3",NA
"k3.3.136",1,0.00662876235719341,"near","k3",0.1307
"k3.3.137",0,0.00776720998086346,"far","k3",NA
"k3.3.138",1,0.0116712652490378,"pot","k3",0.032
"k3.3.139",1,0.0130355944500364,"near","k3",NA
"k3.3.140",1,0.00964040513903168,"far","k3",0.0515
"k3.3.141",1,0.0107607584845768,"pot","k3",NA
"k3.3.142",1,0.010013157614103,"near","k3",NA
"k3.3.143",0,0.0125896235564363,"far","k3",NA
"k3.3.144",NA,0.00909003088277004,"pot","k3",NA
"k3.3.145",1,0.0124657718819404,"near","k3",NA
"k3.3.146",2,0.00764832740891282,"far","k3",NA
"k3.3.147",1,0.0114613081762177,"pot","k3",NA
"k3.3.148",1,0.0109565454948135,"near","k3",NA
"k3.3.149",0,0.00727795095869701,"far","k3",NA
"k3.3.150",2,0.0146942805037084,"pot","k3",0.1176
"k3.3.151",1,0.0139295174683652,"near","k3",NA
"k3.3.152",1,0.00798641548900092,"far","k3",NA
"k3.3.153",1,0.00648705731754201,"pot","k3",NA
"k3.3.154",0,0.00831622178287239,"near","k3",NA
"k3.3.155",2,0.00678594962861906,"far","k3",0.0754
"k3.3.156",NA,0.0104239624576266,"pot","k3",NA
"k3.3.157",0,0.00785245931138877,"near","k3",NA
"k3.3.158",1,0.00865682968906957,"far","k3",NA
"k3.3.159",1,0.00809207825155771,"pot","k3",NA
"k3.3.160",2,0.00780376974465219,"near","k3",NA
"k3.3.161",1,0.00780219546966726,"far","k3",NA
"k3.3.163",1,0.0106229036211442,"near","k3",NA
"k3.3.164",2,0.0110776767504301,"far","k3",0.0701
"k3.3.165",NA,0.0107464451462538,"pot","k3",NA
"k3.3.166",0,0.00758389843367854,"near","k3",NA
"k3.3.167",1,0.00813295369899211,"far","k3",NA
"k3.3.168",2,0.00737500687433584,"pot","k3",NA
"k3.3.169",1,0.00980200916660402,"near","k3",0.0077
"k3.3.170",1,0.00781764751400106,"far","k3",NA
"k3.3.171",NA,0.00659127880294383,"pot","k3",NA
"k3.3.172",0,0.0110661471001389,"near","k3",NA
"k3.3.173",2,0.013839501327528,"far","k3",NA
"k3.3.174",2,0.00767351988384572,"pot","k3",NA
"k3.3.175",0,0.0081245711239188,"near","k3",NA
"k3.3.176",1,0.0076715014027215,"far","k3",NA
"k3.3.177",1,0.00662620103049193,"pot","k3",NA
"k3.3.178",0,0.00877864943373912,"near","k3",NA
"k3.3.179",1,0.0128307328711666,"far","k3",NA
"k3.3.180",1,0.00774935127752377,"pot","k3",NA
"k3.3.181",0,0.0117470631546082,"near","k3",NA
